Serial no,Asset tag,Brand,Category,Area,Vintage,Description,comment,Last service date,Model no,Fc no,Upcoming service date
A151510,ZCPL-ASSET-153,EVS,EVS,AC WH-1 FLOOR,0,EVS PRODUCTION SERVER - 12 CHANNEL,,,XT[3],1480,
R83908055,ZCPL-ASSET-154,MIRANDA,BIN,STORE-1 B1,0,GLUES/MODULAR BIN FRAME,,,DENSITE-2,FR03,
16010084,ZCPL-ASSET-155,LAWO,KEYBOARD,AC WH-1 FLOOR,0,AUDIO MIXER KEYBOARD,,,MC2-56,1009,
241544,ZCPL-ASSET-156,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,UA23x7.6BERD-S10,969,
241555,ZCPL-ASSET-157,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,UA23x7.6BERD-S10,969,
BH08171102,ZCPL-ASSET-158,GRASS VALLEY,CONTROL PANEL,RACK 26C,0,UNIVERSAL XY CONTROL PANEL,,,ENCORE/PRELUDE XY,616,
238328112338,ZCPL-ASSET-159,MARSHALL,MONITOR, WH-2 FLOOR,0,10/2 MONITOR WITH POWER ADAPTOR,,,V-R1042DP-AFHD,497,
238119121938,ZCPL-ASSET-160,MARSHALL,MONITOR,STORE-3 E4,0,23 INCH MONITOR,,,V-R231-IMD-HDSDI,960,
245898121936,ZCPL-ASSET-161,MARSHALL,MONITOR,STORE-3 E4,0,23 INCH MONITOR,,,V-R231-IMD-HDSDI,960,
A151500,ZCPL-ASSET-162,EVS,EVS,AC WH-1 FLOOR,0,EVS PRODUCTION SERVER - 12 CHANNEL,,,XT[3],163,
3E6ZT,ZCPL-ASSET-163,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MF,ZCPL-ASSET-164,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5ME,ZCPL-ASSET-165,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MC,ZCPL-ASSET-166,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E6ZU,ZCPL-ASSET-167,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MD,ZCPL-ASSET-168,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M5,ZCPL-ASSET-169,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MJ,ZCPL-ASSET-170,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MH,ZCPL-ASSET-171,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MG,ZCPL-ASSET-172,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M6,ZCPL-ASSET-173,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M4,ZCPL-ASSET-174,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5MA,ZCPL-ASSET-175,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M7,ZCPL-ASSET-176,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M9,ZCPL-ASSET-177,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
3E5M2,ZCPL-ASSET-178,GRASS VALLEY,WIDE ANGLE,STORE-1 FLOOR,0,WIDE ANGLE ADAPT 1.5 INCH,,,LDK 5390/00,nan,
5487848,ZCPL-ASSET-179,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
5487846,ZCPL-ASSET-180,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
5387743,ZCPL-ASSET-181,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
5487841,ZCPL-ASSET-182,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
5387742,ZCPL-ASSET-183,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
5487847,ZCPL-ASSET-184,LEADER,VSG,STORE-1 H3,0,3G/HD/SD MULTI-FORMAT VIDEO SYNC GENERATOR - VSG,,,LT4610,nan,
43DHR,ZCPL-ASSET-185,GRASS VALLEY,VIEWFINDER,STORE-3 FLOOR,0,2 INCH VIEWFINDER,,,EYECATCHER-EC200,1536,
465JM,ZCPL-ASSET-186,GRASS VALLEY,VIEWFINDER,STORE-3 FLOOR,0,2 INCH VIEWFINDER,,,EYECATCHER-EC200,1536,
10505074,ZCPL-ASSET-187,BLACKMAGIC,VIDEO ROUTER,OFFICE SHELF-B,0,SMART VIDEOHUB 12G-SDI VIDEO ROUTER 40X40,,,VHUBSMARTE12G4040,1552,
9S2231A00106,ZCPL-ASSET-188,APC,UPS+BATTERY, WH-2 FLOOR,0,UPS (20KVA),,,SRV20KUXI-IN,1497,
9S2241AO1044,ZCPL-ASSET-189,APC,UPS+BATTERY, WH-2 FLOOR,0,UPS (20KVA),,,SRV20KUXI-IN,1433,
1542003,ZCPL-ASSET-190,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,TOUCH MONITOR FOR MCP-450,,,RCT-104-L8-PD1U_V1,nan,
1532010,ZCPL-ASSET-191,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,RCT-104-L8-PD1U_V1,nan,
1532005,ZCPL-ASSET-192,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,TOUCH MONITOR FOR MCP-450,,,RCT-104-L8-PD1U_V1,nan,
1532006,ZCPL-ASSET-193,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,TOUCH MONITOR FOR MCP-450,,,RCT-104-L8-PD1U_V1,nan,
1532007,ZCPL-ASSET-194,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,TOUCH MONITOR FOR MCP-450,,,RCT-104-L8-PD1U_V1,nan,
1542004,ZCPL-ASSET-195,GRASS VALLEY,TOUCH MONITOR,STORE-1 C1,0,TOUCH MONITOR FOR MCP-450,,,RCT-104-L8-PD1U_V1,nan,
615918B152418003,ZCPL-ASSET-196,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,DIGITAL VIDEO PRODUCTION SWITCHER - K-FRAME,,,K-FRAME 100CXP,nan,
601574R182311001,ZCPL-ASSET-197,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,VIDEO PRODUCTION SWITCHER - KARRERA,,,KRR-PNL-300-35,548,
85453008040,ZCPL-ASSET-198,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,SINGLE ENVOY ARM WITH MENU PALEL & ACCESSORIES,,,ENVOY-1-BLK,548,
4158099,ZCPL-ASSET-199,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,FANLESS PC WITH ADAPTOR,,,X22-61876,548,
615918R181709003,ZCPL-ASSET-200,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,DIGITAL VIDEO PRODUCTION SWITCHER - K-FRAME,,,K-FRAME 100CXP,nan,
NSN,ZCPL-ASSET-201,ZCL,STAND,STORE-1 A2,0,SMALL PEDESTRAL MIC STAND,,,NMN,nan,
C40461,ZCPL-ASSET-202,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-36,LOAN,
NSN,ZCPL-ASSET-203,FUJINON,SERVO KIT,STORE-1 G1,0,REMOTE CABLE,,,EFZ-11E,LOAN,
H10516,ZCPL-ASSET-204,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA1,
B20350,ZCPL-ASSET-205,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA1,
517010,ZCPL-ASSET-206,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA1,
515754,ZCPL-ASSET-207,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA1,
H10504,ZCPL-ASSET-208,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA2,
M10153,ZCPL-ASSET-209,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA2,
515598,ZCPL-ASSET-210,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA2,
516996,ZCPL-ASSET-211,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA2,
H10505,ZCPL-ASSET-212,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA8,
M10158,ZCPL-ASSET-213,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA8,
517007,ZCPL-ASSET-214,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA8,
515832,ZCPL-ASSET-215,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA8,
H10562,ZCPL-ASSET-216,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA9,
C20130,ZCPL-ASSET-217,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA9,
517766,ZCPL-ASSET-218,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA9,
G20076,ZCPL-ASSET-219,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA3,
F20506,ZCPL-ASSET-220,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA3,
518615,ZCPL-ASSET-221,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA3,
518618,ZCPL-ASSET-222,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA3,
G20179,ZCPL-ASSET-223,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA4,
F20524,ZCPL-ASSET-224,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA4,
518709,ZCPL-ASSET-225,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA4,
518697,ZCPL-ASSET-226,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA4,
G20164,ZCPL-ASSET-227,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA5,
F20576,ZCPL-ASSET-228,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA5,
518694,ZCPL-ASSET-229,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA5,
518686,ZCPL-ASSET-230,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA5,
F20315,ZCPL-ASSET-231,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA6,
D20497,ZCPL-ASSET-232,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA6,
517864,ZCPL-ASSET-233,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA6,
517856,ZCPL-ASSET-234,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA6,
G20170,ZCPL-ASSET-235,FUJINON,SERVO KIT,STORE-1 G1,0,FOCUS DEMAND,,,EPD-21A-A02,SA7,
F20574,ZCPL-ASSET-236,FUJINON,SERVO KIT,STORE-1 G1,0,ZOOM DEMAND,,,ERD-20A-A02,SA7,
518687,ZCPL-ASSET-237,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA7,
518685,ZCPL-ASSET-238,FUJINON,SERVO KIT,STORE-1 G1,0,CLAMP,,,MCA-37,SA7,
4200001,ZCPL-ASSET-239,FUJINON,SERVO KIT,STORE-1 H1,0,ZOOM DEMAND,,,SRD-92B,nan,
4200002,ZCPL-ASSET-240,FUJINON,SERVO KIT,STORE-1 H1,0,ZOOM DEMAND,,,SRD-92B,nan,
4200003,ZCPL-ASSET-241,FUJINON,SERVO KIT,STORE-1 H1,0,ZOOM DEMAND,,,SRD-92B,nan,
200001,ZCPL-ASSET-242,FUJINON,SERVO KIT,STORE-1 H1,0,CLAMP,,,CFH-3,nan,
200002,ZCPL-ASSET-243,FUJINON,SERVO KIT,STORE-1 H1,0,CLAMP,,,CFH-3,nan,
200003,ZCPL-ASSET-244,FUJINON,SERVO KIT,STORE-1 H1,0,CLAMP,,,CFH-3,nan,
14000003,ZCPL-ASSET-245,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET MOTOR,,,FMM-6B,nan,
14000002,ZCPL-ASSET-246,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET MOTOR,,,FMM-6B,nan,
14000001,ZCPL-ASSET-247,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET MOTOR,,,FMM-6B,nan,
3200001,ZCPL-ASSET-248,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET CABLE,,,CFC-12-990,nan,
3200002,ZCPL-ASSET-249,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET CABLE,,,CFC-12-990,nan,
3200003,ZCPL-ASSET-250,FUJINON,SERVO KIT,STORE-1 H1,0,OUTLET CABLE,,,CFC-12-990,nan,
R180939002,ZCPL-ASSET-251,GRASS VALLEY,ROUTER,STORE-1 H1,0,DIGITAL AUDIO ROUTER (64X64) WITH POWER ADAPTOR,,,CR6400,nan,
R180939001,ZCPL-ASSET-252,GRASS VALLEY,ROUTER,STORE-1 H1,0,DIGITAL AUDIO ROUTER (64X64) WITH POWER ADAPTOR,,,CR6400,nan,
SC134Q5401,ZCPL-ASSET-253,GRASS VALLEY,ROUTER,STORE-1 H1,0,POWER ADAPTOR WITH CABLE,,,GST160A48,nan,
EC042N2825,ZCPL-ASSET-254,GRASS VALLEY,ROUTER,STORE-1 H1,0,POWER ADAPTOR WITH CABLE,,,GST160A48,nan,
R178296016,ZCPL-ASSET-255,GRASS VALLEY,ROUTER,STORE-1 H1,0,COMPACT ROUTER PANEL 32X32 BTN PNL,,,CP6464,nan,
R177696011,ZCPL-ASSET-256,GRASS VALLEY,ROUTER,STORE-1 H1,0,COMPACT ROUTER PANEL 32X32 BTN PNL,,,CP6464,nan,
R178885001,ZCPL-ASSET-257,GRASS VALLEY,ROUTER,STORE-1 H1,0,REMOTE PANEL MODULE WITH POWER ADAPTOR,,,RP32,nan,
R178273005,ZCPL-ASSET-258,GRASS VALLEY,ROUTER,STORE-1 H1,0,REMOTE PANEL MODULE WITH POWER ADAPTOR,,,RP32,nan,
NSN,ZCPL-ASSET-259,GRASS VALLEY,ROUTER,STORE-1 H1,0,POWER ADAPTOR WITH CABLE,,,ATS065T-P120,nan,
NSN,ZCPL-ASSET-260,GRASS VALLEY,ROUTER,STORE-1 H1,0,POWER ADAPTOR WITH CABLE,,,ATS065T-P120,nan,
NSN,ZCPL-ASSET-261,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-262,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-263,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-264,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-265,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-266,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-267,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-268,GRASS VALLEY,RAIN COVER,STORE-1 A1,0,7 INCH VIEWFINDER (RAIN COVER),,,NMN,nan,
NSN,ZCPL-ASSET-269,GRASS VALLEY,POWER SUPPLY,STORE-1 C2,0,POWER SUPPLY - ADAPTOR,,,GC8926,nan,
NSN,ZCPL-ASSET-270,VINTEN,PLATE,STORE-1 A2,0,STANDARD WEDGE PLATE,,,3053-3,nan,
NSN,ZCPL-ASSET-271,LAWO,PLASTIC,STORE-1 F2,0,LAWO PLASTICS,,,NMN,nan,
T92877006,ZCPL-ASSET-272,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
JQ14340087,ZCPL-ASSET-273,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
T92877005,ZCPL-ASSET-274,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
JG14120178,ZCPL-ASSET-275,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
T92877002,ZCPL-ASSET-276,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
T85747004,ZCPL-ASSET-277,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
T85747003,ZCPL-ASSET-278,GRASS VALLEY,PANEL,STORE-1 C2,0,REMOTE AUX PANEL,,,KAL-32AUX2,nan,
N51-0472,ZCPL-ASSET-279,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL DIGITAL NETWORK SYSTEM,,,DD32E,OS1,
N51-0473,ZCPL-ASSET-280,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL DIGITAL NETWORK SYSTEM,,,DD32E,nan,
N51-0490,ZCPL-ASSET-281,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL DIGITAL NETWORK SYSTEM,,,DD32E,OS2,
N51-0489,ZCPL-ASSET-282,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL DIGITAL NETWORK SYSTEM,,,DD32E,nan,
094-0066,ZCPL-ASSET-283,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL NETWORK SYSTEM - CONVERTER MODULE,,,X6R,OS3,
094-0065,ZCPL-ASSET-284,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL NETWORK SYSTEM - CONVERTER MODULE,,,X6R,nan,
094-0076,ZCPL-ASSET-285,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL NETWORK SYSTEM - CONVERTER MODULE,,,X6R,OS4,
094-0075,ZCPL-ASSET-286,OPTOCORE,OPTOCORE,STORE-1 E1,0,OPTICAL NETWORK SYSTEM - CONVERTER MODULE,,,X6R,nan,
3F5R3,ZCPL-ASSET-287,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3F62X,ZCPL-ASSET-288,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3F634,ZCPL-ASSET-289,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3F62H,ZCPL-ASSET-290,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3F63H,ZCPL-ASSET-291,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3F637,ZCPL-ASSET-292,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/20,nan,
3XDJ6,ZCPL-ASSET-293,GRASS VALLEY,OCP,STORE-1 A2,0,OPERATIONAL CONTROL PANEL (OCP-400),,,LDK 4640/30,nan,
2W2KX,ZCPL-ASSET-294,GRASS VALLEY,MSSTER CONTROL,STORE-1 C1,0,MASTER CONTROL WITH ADAPTOR & MOUNT CLAMP,,,MCP450,nan,
2W2N7,ZCPL-ASSET-295,GRASS VALLEY,MSSTER CONTROL,STORE-1 C1,0,MASTER CONTROL WITH ADAPTOR & MOUNT CLAMP,,,MCP450,nan,
2W2M4,ZCPL-ASSET-296,GRASS VALLEY,MSSTER CONTROL,STORE-1 C1,0,MASTER CONTROL WITH ADAPTOR & MOUNT CLAMP,,,MCP450,nan,
2W4C9,ZCPL-ASSET-297,GRASS VALLEY,MSSTER CONTROL,STORE-1 C1,0,MASTER CONTROL WITH ADAPTOR & MOUNT CLAMP,,,MCP450,nan,
2W4C7,ZCPL-ASSET-298,GRASS VALLEY,MSSTER CONTROL,STORE-1 C1,0,MASTER CONTROL WITH ADAPTOR & MOUNT CLAMP,,,MCP450,nan,
NSN,ZCPL-ASSET-299,SENNHEISER,MISCELLANEOUS,STORE-1 A3,0,DUAL MUFF PHONO HEADSET,,,HD-206,R05,
1DS180077,ZCPL-ASSET-300,OLINK,MISCELLANEOUS,STORE-1 A3,0,FIELD TESTING MONITOR,,,NMN,R05,
NSN,ZCPL-ASSET-301,SHURE,MIC,STORE-1 FLOOR,0,MICROFLEX BOUNDARY MICROPHONE,,,MX391/C,1046,
542C82205,ZCPL-ASSET-302,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82117,ZCPL-ASSET-303,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81437,ZCPL-ASSET-304,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81597,ZCPL-ASSET-305,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82305,ZCPL-ASSET-306,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C80837,ZCPL-ASSET-307,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82081,ZCPL-ASSET-308,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80381,ZCPL-ASSET-309,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80187,ZCPL-ASSET-310,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80189,ZCPL-ASSET-311,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80060,ZCPL-ASSET-312,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81630,ZCPL-ASSET-313,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82141,ZCPL-ASSET-314,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81427,ZCPL-ASSET-315,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C80754,ZCPL-ASSET-316,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81749,ZCPL-ASSET-317,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C80823,ZCPL-ASSET-318,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81491,ZCPL-ASSET-319,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81643,ZCPL-ASSET-320,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C80719,ZCPL-ASSET-321,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81331,ZCPL-ASSET-322,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82180,ZCPL-ASSET-323,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C80943,ZCPL-ASSET-324,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81883,ZCPL-ASSET-325,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80184,ZCPL-ASSET-326,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82111,ZCPL-ASSET-327,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82017,ZCPL-ASSET-328,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C82026,ZCPL-ASSET-329,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542C81332,ZCPL-ASSET-330,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
542B80183,ZCPL-ASSET-331,SONY,LENS 0.8,STORE-1 FLOOR,0,X0.8 WIDE CONVERSION LENS,,,VCL-EX0877,1046,
